"sec","power","rP","rG","pctP"
282,400,424.750311570709,0,8.49500623141418
283,400,399.265292876466,0,7.98530585752933
284,400,375.309375303878,0,7.50618750607757
285,400,352.790812785646,0,7.05581625571291
286,400,331.623364018507,0,6.63246728037014
287,400,311.725962177397,0,6.23451924354793
288,400,293.022404446753,0,5.86044808893506
289,400,275.441060179948,0,5.50882120359895
290,400,258.914596569151,0,5.17829193138302
291,400,243.379720775002,0,4.86759441550003
292,400,228.776937528502,0,4.57553875057003
293,400,215.050321276792,0,4.30100642553583
294,400,202.147302000184,0,4.04294604000368
295,400,190.018463880173,0,3.80036927760346
296,400,178.617356047363,0,3.57234712094725
297,400,167.900314684521,0,3.35800629369042
298,400,157.82629580345,0,3.15652591606899
299,400,148.356718055243,0,2.96713436110485
300,400,139.455314971928,0,2.78910629943856
301,120,192.384946104745,22.8863563372754,3.84769892209491
302,120,244.77208659161,45.7377936541243,4.89544173183221
303,120,296.62189747454,68.5543652284898,5.93243794949081
304,120,347.939495178099,91.3361242570255,6.95878990356197
305,120,398.729951847331,114.08312385522,7.97459903694662
306,120,448.998295683625,136.795417057521,8.97996591367249
307,120,498.749511278499,159.473056817457,9.97499022556998
308,120,547.988539945333,182.116096007765,10.9597707989067
309,120,596.72028004904,204.724587420508,11.9344056009808
310,120,644.949587333696,227.298583767203,12.8989917466739
311,120,692.681275248135,249.838137678941,13.8536255049627
312,120,739.920115269511,272.343301706512,14.7984023053902
313,120,786.670837224842,294.814128320526,15.7334167444968
314,120,832.938129610542,317.250669911534,16.6587625922108
315,120,878.726639909948,339.652978790154,17.574532798199
316,400,826.003041515351,306.267217353012,16.520060830307
317,400,776.44285902443,254.979039158505,15.5288571804886
318,400,729.856287482964,188.536792347514,14.5971257496593
319,400,686.064910233986,109.266903394931,13.7212982046797
320,400,644.901015619947,19.1386497960523,12.8980203123989
321,400,606.20695468275,0,12.124139093655
322,400,569.834537401785,0,11.3966907480357
323,400,535.644465157678,0,10.7128893031536
324,400,503.505797248218,0,10.0701159449644
325,400,473.295449413324,0,9.46590898826649
326,400,444.897722448525,0,8.8979544489705
327,400,418.203859101614,0,8.36407718203227
328,400,393.111627555517,0,7.86223255111033
329,400,369.524929902186,0,7.39049859804372
330,400,347.353434108055,0,6.94706868216109
331,400,326.512228061571,0,6.53024456123143
332,400,306.921494377877,0,6.13842988755754
333,400,288.506204715204,0,5.77012409430409
334,400,271.195832432292,0,5.42391664864584
335,400,254.924082486355,0,5.09848164972709
336,400,239.628637537173,0,4.79257275074347
337,400,225.250919284943,0,4.50501838569886
338,400,211.735864127846,0,4.23471728255693
339,400,199.031712280176,0,3.98063424560351
340,400,187.089809543365,0,3.7417961908673
341,400,175.864420970763,0,3.51728841941526
342,400,165.312555712517,0,3.30625111425035
343,400,155.393802369766,0,3.10787604739533
344,400,146.07017422758,0,2.92140348455161
345,400,137.305963773926,0,2.74611927547851
346,120,190.259000589327,22.8863563372754,3.80518001178654
347,120,242.669306867366,45.7377936541243,4.85338613734733
348,120,294.542045932292,68.5543652284898,5.89084091864584
349,120,345.88233647117,91.3361242570255,6.91764672942341
350,120,396.695252871968,114.08312385522,7.93390505743936
351,120,446.985825559563,136.795417057521,8.93971651119126
352,120,496.75904132968,159.473056817457,9.93518082659359
